ISIN NUMBER,NAME OF COMPANY,EXCHANGEID,SYMBOL,SERIES
IN2920210480,NSE:724RJ32A,8136,724RJ32A,SG
IN1920210342,NSE:730KA32,8137,730KA32,SG
IN1220210216,NSE:732AS32,8138,732AS32,SG
INE791A01024,NSE:BLBLIMITED,8139,BLBLIMITED,BE
IN2320210098,NSE:734MN32,8140,734MN32,SG
INE060X01026,NSE:DEVIT,8146,DEVIT,EQ
INE00EM01016,NSE:MEGASTAR,8153,MEGASTAR,EQ
INE296C01020,NSE:FIBERWEB,8162,FIBERWEB,BE
INE020801028,NSE:SPENCERS,8163,SPENCERS,EQ
INE676A01027,NSE:BBOX,8164,BBOX,BE
INE825V01034,NSE:MANYAVAR,8167,MANYAVAR,EQ
INE976T01013,NSE:SAGARDEEP,8176,SAGARDEEP,BE
INF247L01BK2,NSE:MOMOMENTUM,8182,MOMOMENTUM,EQ
IN1220210224,NSE:685AS29,8186,685AS29,SG
IN1220210232,NSE:709AS32,8187,709AS32,SG
IN1520210197,NSE:706GJ32,8189,706GJ32,SG
IN1920210367,NSE:716KA36,8190,716KA36,SG
IN2920210498,NSE:709RJ32,8191,709RJ32,SG
IN4920210122,NSE:713JK34,8192,713JK34,SG
IN1020210507,NSE:713AP40,8193,713AP40,SG
IN1020210515,NSE:713AP41,8194,713AP41,SG
IN1920210375,NSE:712KA37,8196,712KA37,SG
IN2820210150,NSE:712PN37,8197,712PN37,SG
IN3120210338,NSE:713TN47,8198,713TN47,SG
INE0J1P01015,NSE:RICHA,8208,RICHA,SM
INE0JR301013,NSE:MADHAVBAUG,8259,MADHAVBAUG,SM
INE728Z01015,NSE:SOFTTECH,8266,SOFTTECH,EQ
IN3820210083,NSE:699PY29,8284,699PY29,SG
IN3120210346,NSE:702TN30,8287,702TN30,SG
IN1520210205,NSE:709GJ32,8289,709GJ32,SG
IN3120210353,NSE:71TN32,8292,71TN32,SG
IN1220210240,NSE:712AS32A,8295,712AS32A,SG
IN1320210140,NSE:713BR32,8298,713BR32,SG
IN4520210266,NSE:713TS37,8299,713TS37,SG
IN1920210383,NSE:713KA38,8301,713KA38,SG
IN1920210391,NSE:713KA39,8302,713KA39,SG
INE974Z01015,NSE:PRITI,8304,PRITI,EQ
IN0020180462,NSE:SGBJAN27,8308,SGBJAN27,GB
INE472A01039,NSE:BLUESTARCO,8311,BLUESTARCO,EQ
IN2920210506,NSE:648RJ27,8319,648RJ27,SG
IN3120210361,NSE:703TN30,8321,703TN30,SG
IN1520210213,NSE:712GJ32,8324,712GJ32,SG
IN3120210379,NSE:714TN32,8325,714TN32,SG
IN1420210180,NSE:715GA32,8326,715GA32,SG
IN1320210157,NSE:717BR32,8327,717BR32,SG
IN2020210182,NSE:717KL32,8329,717KL32,SG
IN2920210514,NSE:717RJ32,8331,717RJ32,SG
IN3420210269,NSE:717WB32,8332,717WB32,SG
IN4520210274,NSE:713TS34,8333,713TS34,SG
IN4920210130,NSE:712JK37,8334,712JK37,SG
IN1020210531,NSE:713AP39,8335,713AP39,SG
IN1620210154,NSE:713HR42,8336,713HR42,SG
IN3120210387,NSE:719TN42,8337,719TN42,SG
INE526B01014,NSE:CALSOFT,8341,CALSOFT,EQ
INF109KC14A8,NSE:GSEC5IETF,8342,GSEC5IETF,EQ
IN2120210066,NSE:708MP29,8351,708MP29,SG
IN3120210395,NSE:712TN30,8352,712TN30,SG
IN1520210221,NSE:725GJ32,8354,725GJ32,SG
IN1620210170,NSE:725HR32,8355,725HR32,SG
IN3120210403,NSE:725TN32,8357,725TN32,SG
IN3820210091,NSE:735PY33,8358,735PY33,SG
IN2520210070,NSE:725MZ34,8359,725MZ34,SG
IN3720210035,NSE:728JH37,8360,728JH37,SG
IN1020210549,NSE:748AP38,8363,748AP38,SG
IN1620210188,NSE:743HR41,8364,743HR41,SG
IN1020210556,NSE:731AP42,8366,731AP42,SG
IN3120210411,NSE:733TN52A,8371,733TN52A,SG
IN3120210429,NSE:733TN57,8372,733TN57,SG
INE03KJ01013,NSE:SHIGAN,8394,SHIGAN,SM
IN0020210319,NSE:SGBMAR30X,8401,SGBMAR30X,GB
INE540A01017,NSE:GLFL,8412,GLFL,BE
INF769K01IC9,NSE:MIDCAPETF,8413,MIDCAPETF,EQ
INE413B01023,NSE:RUCHINFRA,8423,RUCHINFRA,BE
INE946H01037,NSE:VIPULLTD,8424,VIPULLTD,EQ
INE165B01029,NSE:RSSOFTWARE,8426,RSSOFTWARE,BE
INE533D01032,NSE:RAJRILTD,8428,RAJRILTD,BE
INF179KC1CD5,NSE:H1861D46DD,8442,H1861D46DD,MF
INF179KC1CC7,NSE:H1861D46DG,8445,H1861D46DG,MF
INF179KC1CE3,NSE:H1861D46DQ,8446,H1861D46DQ,MF
INF179KC1CG8,NSE:H1861D46RD,8450,H1861D46RD,MF
INF179KC1CF0,NSE:H1861D46RG,8455,H1861D46RG,MF
INF179KC1CH6,NSE:H1861D46RQ,8465,H1861D46RQ,MF
INE828O01033,NSE:MITCON,8469,MITCON,EQ
INE01P501012,NSE:XELPMOC,8477,XELPMOC,EQ
INE494B01023,NSE:TVSMOTOR,8479,TVSMOTOR,EQ
IN3120210437,NSE:709TN30,8489,709TN30,SG
IN3120210445,NSE:719TN32,8491,719TN32,SG
IN2920210522,NSE:722RJ32,8492,722RJ32,SG
IN3020210057,NSE:724SK32,8493,724SK32,SG
IN4520210282,NSE:734TS35,8495,734TS35,SG
IN4920210148,NSE:739JK37,8496,739JK37,SG
IN3720210043,NSE:735JH38,8498,735JH38,SG
IN3420210277,NSE:746WB40,8499,746WB40,SG
IN2820210168,NSE:741PN42,8501,741PN42,SG
IN3120210452,NSE:739TN52,8502,739TN52,SG
INF204KB1V68,NSE:MID150BEES,8506,MID150BEES,EQ
INE079J01017,NSE:GATEWAY,8510,GATEWAY,EQ
INE01ZJ01015,NSE:SURANI,8513,SURANI,SM
INE0JW501011,NSE:SPRL,8527,SPRL,ST
INE0CU601026,NSE:GMRP&UI,8529,GMRP&UI,EQ
INF179KC1CJ2,NSE:H1162D46DD,8538,H1162D46DD,MF
INF179KC1CI4,NSE:H1162D46DG,8541,H1162D46DG,MF
INF179KC1CK0,NSE:H1162D46DQ,8543,H1162D46DQ,MF
INE427F01016,NSE:CHALET,8546,CHALET,EQ
INF179KC1CM6,NSE:H1162D46RD,8548,H1162D46RD,MF
INF179KC1CL8,NSE:H1162D46RG,8553,H1162D46RG,MF
INF179KC1CN4,NSE:H1162D46RQ,8554,H1162D46RQ,MF
INE0HS001010,NSE:COOLCAPS,8560,COOLCAPS,SM
IN1620210196,NSE:709HR29,8569,709HR29,SG
IN3120210460,NSE:713TN30,8570,713TN30,SG
IN3120210478,NSE:723TN32,8573,723TN32,SG
IN2920210530,NSE:724RJ32B,8574,724RJ32B,SG
IN1620210204,NSE:726HR32,8575,726HR32,SG
IN2420210063,NSE:727ML32,8576,727ML32,SG
IN2920210548,NSE:737RJ34,8578,737RJ34,SG
IN2020210190,NSE:742KL34,8579,742KL34,SG
IN1620210212,NSE:74HR37,8580,74HR37,SG
IN3420210285,NSE:74WB38,8584,74WB38,SG
INE589A01014,NSE:NLCINDIA,8585,NLCINDIA,EQ
IN3120210494,NSE:743TN47,8587,743TN47,SG
INE982R01015,NSE:ABNINT,8588,ABNINT,IT
IN3120210486,NSE:74TN42,8590,74TN42,SG
INE523B01011,NSE:AKSHOPTFBR,8591,AKSHOPTFBR,EQ
INE0FS801015,NSE:MSUMI,8596,MSUMI,EQ
INE0KNW01016,NSE:KNAGRI,8606,KNAGRI,ST
INE0GMR01016,NSE:SWARAJ,8608,SWARAJ,SM
INE803D01021,NSE:INDOBORAX,8614,INDOBORAX,EQ
INE721A07ON4,NSE:957ICCL25,8625,957ICCL25,YW
INF174KA1IY5,NSE:LOWVOL1,8632,LOWVOL1,EQ
INE721A07OQ7,NSE:97SFL29,8642,97SFL29,YZ
INF200KA14F8,NSE:SFMP61DD,8645,SFMP61DD,MF
INF200KA12F2,NSE:SFMP61DR,8647,SFMP61DR,MF
INF200KA13F0,NSE:SFMP61GD,8648,SFMP61GD,MF
INE657B01025,NSE:BLUECHIP,8650,BLUECHIP,BE
INF200KA11F4,NSE:SFMP61GR,8651,SFMP61GR,MF
INF247L01BL0,NSE:MOLOWVOL,8654,MOLOWVOL,EQ
INE411Y01011,NSE:DIL,8657,DIL,EQ
INE918N01018,NSE:VETO,8660,VETO,BE
INE0GGO01015,NSE:KRISHIVAL,8671,KRISHIVAL,SM
INF209KB14H3,NSE:ABSLFTTQDG,8676,ABSLFTTQDG,MF
INF209KB12H7,NSE:ABSLFTTQRG,8677,ABSLFTTQRG,MF
INF209KB13H5,NSE:ABSLFTTQRN,8678,ABSLFTTQRN,MF
INE843B01013,NSE:MAHAPEXLTD,8679,MAHAPEXLTD,BE
IN2920210555,NSE:713RJ29,8680,713RJ29,SG
IN3120210502,NSE:717TN30,8681,717TN30,SG
IN1520210239,NSE:729GJ32,8683,729GJ32,SG
IN2920210563,NSE:729RJ32,8684,729RJ32,SG
IN3120210510,NSE:73TN32,8685,73TN32,SG
IN2020210208,NSE:731KL32,8686,731KL32,SG
INE374B01019,NSE:MUKTAARTS,8687,MUKTAARTS,EQ
IN1220210257,NSE:733AS32,8688,733AS32,SG
IN3620210051,NSE:734UK32,8689,734UK32,SG
IN1420210198,NSE:734GA32,8692,734GA32,SG
IN3320210237,NSE:734UP32,8693,734UP32,SG
IN2320210106,NSE:734MN32A,8695,734MN32A,SG
INE366I01010,NSE:VRLLOG,8696,VRLLOG,EQ
IN2620210079,NSE:734NL32,8698,734NL32,SG
IN3020210065,NSE:735SK32,8699,735SK32,SG
IN3420210293,NSE:736WB32,8701,736WB32,SG
IN3320210245,NSE:735UP34,8702,735UP34,SG
IN4520210290,NSE:736TS36,8703,736TS36,SG
INE891B01012,NSE:DCMFINSERV,8704,DCMFINSERV,BE
IN3320210252,NSE:739UP37,8705,739UP37,SG
INE915B01019,NSE:INDSWFTLAB,8706,INDSWFTLAB,BE
IN2020210224,NSE:74KL37,8713,74KL37,SG
IN2820210176,NSE:737PN42,8718,737PN42,SG
IN3120210528,NSE:739TN42,8719,739TN42,SG
IN1020210564,NSE:744AP42,8721,744AP42,SG
INE911B01018,NSE:TCIFINANCE,8722,TCIFINANCE,BE
INE151G01028,NSE:SHAILY,8727,SHAILY,EQ
INE902B01017,NSE:S&SPOWER,8733,S&SPOWER,BE
INE0KN801013,NSE:PROPEQUITY,8735,PROPEQUITY,SM
INE859A01011,NSE:PNBGILTS,8736,PNBGILTS,EQ
INF179KC1CR5,NSE:H187646RG,8761,H187646RG,MF
IN0020180561,NSE:SGBFEB27,8766,SGBFEB27,GB
INF179KC1CP9,NSE:H1876D46DD,8770,H1876D46DD,MF
INF179KC1CO2,NSE:H1876D46DG,8773,H1876D46DG,MF
INF179KC1CQ7,NSE:H1876D46DQ,8774,H1876D46DQ,MF
INF179KC1CS3,NSE:H1876D46RD,8776,H1876D46RD,MF
INF179KC1CT1,NSE:H1876D46RQ,8777,H1876D46RQ,MF
INE0J5601015,NSE:KRISHNADEF,8789,KRISHNADEF,ST
INE426Z01016,NSE:OBCL,8797,OBCL,EQ
INE058B01018,NSE:ZENITHEXPO,8802,ZENITHEXPO,BE
INE00LM01029,NSE:SONAMLTD,8806,SONAMLTD,EQ
INE959A01019,NSE:PRIVISCL,8825,PRIVISCL,EQ
INE652Z01017,NSE:AVROIND,8827,AVROIND,EQ
INE036B01030,NSE:GAEL,8828,GAEL,EQ
INE228A01035,NSE:USHAMART,8840,USHAMART,EQ
INE0GIU01018,NSE:UMAEXPORTS,8842,UMAEXPORTS,EQ
INE043C01018,NSE:IVP,8857,IVP,BE
INE102B01014,NSE:CHOICEIN,8866,CHOICEIN,EQ
INE055C01020,NSE:KEEPLEARN,8880,KEEPLEARN,BE
INF277KA1364,NSE:TNIDETF,8882,TNIDETF,EQ
INE694A01020,NSE:UNITECH,8893,UNITECH,BZ
INE0IQ001011,NSE:VERANDA,8904,VERANDA,BE
INE00RQ01019,NSE:MINDPOOL,8908,MINDPOOL,ST
IN1020220019,NSE:729AP34,8930,729AP34,SG
IN1020220027,NSE:734AP40,8932,734AP40,SG
IN2220220023,NSE:718MH30,8934,718MH30,SG
IN2220220015,NSE:711MH29,8935,711MH29,SG
INE255Z01019,NSE:E2E,8940,E2E,BE
INE050B01023,NSE:IVC,8942,IVC,BE
INE01EG01016,NSE:RITCO,8944,RITCO,EQ
INE668G01021,NSE:ELDEHSG,8953,ELDEHSG,EQ
INE517B01013,NSE:TTML,8954,TTML,EQ
INE123C01018,NSE:TAINWALCHM,8961,TAINWALCHM,BE
INE626Z01029,NSE:HARDWYN,8962,HARDWYN,EQ
INE00EV01017,NSE:HARIOMPIPE,8968,HARIOMPIPE,EQ
IN1020220035,NSE:752AP38,8974,752AP38,SG
INE162C01024,NSE:PARASPETRO,8975,PARASPETRO,BE
IN1020220043,NSE:752AP42,8977,752AP42,SG
INE398B01018,NSE:MRO,8998,MRO-TEK,TEK-EQ
INE294Z01018,NSE:ANUP,9014,ANUP,EQ
INE218C01016,NSE:AUSOMENT,9035,AUSOMENT,BE
INE0J5801011,NSE:JSLL,9038,JSLL,SM
INE527H01019,NSE:UFO,9039,UFO,EQ
INE740V01019,NSE:AGROPHOS,9046,AGROPHOS,EQ
IN0020220011,NSE:710GS2029,9047,710GS2029,GS
INE105C01023,NSE:3PLAND,9048,3PLAND,BE
INE535D01029,NSE:ROTO,9049,ROTO,EQ
INE277C01012,NSE:REGENCERAM,9051,REGENCERAM,BE
INE751B01018,NSE:PIXTRANS,9087,PIXTRANS,EQ
IN2820220019,NSE:748PN42,9099,748PN42,SG
INE955V01021,NSE:ARVINDFASN,9111,ARVINDFASN,EQ
INE760F01028,NSE:INDOAMIN,9116,INDOAMIN,EQ
INE716B01029,NSE:TIPSINDLTD,9117,TIPSINDLTD,EQ
INE794B01026,NSE:BALAJITELE,9162,BALAJITELE,BE
INF789F1AUU3,NSE:UTISXN50,9168,UTISXN50,EQ
INE148I07LM1,NSE:850SCL25,9195,850SCL25,YL
INE148I07LN9,NSE:9SCL25,9209,9SCL25,YM
INE148I07LP4,NSE:SCLZC25,9211,SCLZC25,YN
INE148I07LQ2,NSE:820SCL25,9218,820SCL25,YO
INE148I07LR0,NSE:866SCL25,9221,866SCL25,YP
INE413G01022,NSE:TPLPLASTEH,9223,TPLPLASTEH,BE
INE937C01029,NSE:NILAINFRA,9253,NILAINFRA,EQ
INE148I07LS8,NSE:875SCL27,9255,875SCL27,YQ
INE570D01018,NSE:ARROWGREEN,9260,ARROWGREEN,EQ
INE148I07LT6,NSE:925SCL27,9262,925SCL27,YR
INE148I07LU4,NSE:843SCL27,9273,843SCL27,YS
INE148I07LV2,NSE:889SCL27,9277,889SCL27,YT
INE00Z501029,NSE:KRITIKA,9288,KRITIKA,EQ
INE076C01018,NSE:IFBAGRO,9300,IFBAGRO,BE
INE089C01029,NSE:STLTECH,9309,STLTECH,EQ
INE992I01013,NSE:STARTECK,9314,STARTECK,BE
IN1620220013,NSE:715HR28,9333,715HR28,SG
INE392B01011,NSE:PNC,9342,PNC,EQ
IN1620220021,NSE:727HR30,9344,727HR30,SG
IN1020220068,NSE:745AP37,9345,745AP37,SG
INE565A01014,NSE:IOB,9348,IOB,EQ
INE586B01026,NSE:TAJGVK,9354,TAJGVK,EQ
INE255X01014,NSE:MSTCLTD,9356,MSTCLTD,EQ
INE583D07265,NSE:1040UCL25,9360,1040UCL25,N4
INE278Y01022,NSE:CAMPUS,9362,CAMPUS,EQ
INE0G1L01017,NSE:LEMERITE,9372,LEMERITE,SM
INE557B01019,NSE:LIBERTSHOE,9373,LIBERTSHOE,BE
INE615R01029,NSE:TRU,9378,TRU,EQ
INE369I01014,NSE:IL&FSENGG,9380,IL&FSENGG,BZ
INE975G01012,NSE:IL&FSTRANS,9381,IL&FSTRANS,BZ
INE041025011,NSE:EMBASSY,9383,EMBASSY,RR
INE195J01029,NSE:PNCINFRA,9385,PNCINFRA,EQ
INE230B01021,NSE:CREATIVEYE,9388,CREATIVEYE,BE
INE961O01016,NSE:RAINBOW,9408,RAINBOW,EQ
INE625X01018,NSE:SILVERTUC,9422,SILVERTUC,EQ
INE439E01022,NSE:SKIPPER,9428,SKIPPER,EQ
IN1620220047,NSE:763HR29,9433,763HR29,SG
IN2220220031,NSE:761MH29,9435,761MH29,SG
INE555B01013,NSE:AXISCADES,9436,AXISCADES,EQ
IN2220220049,NSE:763MH30,9437,763MH30,SG
IN1020220076,NSE:776AP32,9438,776AP32,SG
IN1620220054,NSE:773HR33,9441,773HR33,SG
IN1620220062,NSE:774HR35,9444,774HR35,SG
IN2820220027,NSE:776PN37,9449,776PN37,SG
IN1020220084,NSE:778AP41,9450,778AP41,SG
IN1020220092,NSE:778AP42,9451,778AP42,SG
INE0JZA01018,NSE:SONUINFRA,9463,SONUINFRA,ST
INE0J1Y01017,NSE:LICI,9480,LICI,EQ
INE610C01014,NSE:ARENTERP,9499,ARENTERP,BE
INF200KA1D11,NSE:SFMP1DD,9516,SFMP1DD,MF
INF200KA1C95,NSE:SFMP1DR,9517,SFMP1DR,MF
INE614X07449,NSE:11DLSL25A,9518,11DLSL25A,Y3
INE614X07431,NSE:DLSL25A,9520,DLSL25A,Y4
INF200KA1C87,NSE:SFMP1GR,9522,SFMP1GR,MF
INF200KA1D03,NSE:SFMP1GD,9523,SFMP1GD,MF
INE614X07456,NSE:1049DLS25A,9528,1049DLS25A,Y5
IN1020220100,NSE:746AP27,9530,746AP27,SG
IN1020220118,NSE:763AP30,9531,763AP30,SG
IN2920220018,NSE:77RJ32,9532,77RJ32,SG
IN0020190016,NSE:727GS2026,9537,727GS2026,GS
IN0020190024,NSE:762GS2039,9538,762GS2039,GS
INE732S01012,NSE:SAKAR,9539,SAKAR,EQ
INE415G01027,NSE:RVNL,9552,RVNL,EQ
INE00F201020,NSE:PRUDENT,9553,PRUDENT,EQ
INE256Z01025,NSE:AKSHAR,9558,AKSHAR,EQ
INE00UG01014,NSE:KHFM,9570,KHFM,SM
INE263W01010,NSE:MAHESHWARI,9576,MAHESHWARI,EQ
INE112L01020,NSE:METROPOLIS,9581,METROPOLIS,EQ
INE731C01018,NSE:KHAITANLTD,9582,KHAITANLTD,BE
IN0020220029,NSE:754GS2036,9585,754GS2036,GS
INE455K01017,NSE:POLYCAB,9590,POLYCAB,EQ
INE0JA001018,NSE:VENUSPIPES,9592,VENUSPIPES,EQ
INE148O01028,NSE:DELHIVERY,9599,DELHIVERY,EQ
IN0020190032,NSE:772GS2049,9604,772GS2049,GS
INE613B01010,NSE:ICDSLTD,9610,ICDSLTD,BE
INE663A01033,NSE:SPLPETRO,9617,SPLPETRO,EQ
INE060B01014,NSE:KHANDSE,9641,KHANDSE,EQ
INE750D01016,NSE:RELCHEMQ,9652,RELCHEMQ,EQ
INE475B01022,NSE:HIKAL,9668,HIKAL,EQ
INE630Y01024,NSE:MEDICO,9673,MEDICO,BE
INE980Y01015,NSE:SOUTHWEST,9678,SOUTHWEST,EQ
INE04I401011,NSE:KPITTECH,9683,KPITTECH,EQ
INE064C01022,NSE:TRIDENT,9685,TRIDENT,EQ
IN2220220056,NSE:762MH30,9695,762MH30,SG
IN1020220126,NSE:767AP31,9696,767AP31,SG
IN2520220012,NSE:769MZ31,9708,769MZ31,SG
IN1020220134,NSE:771AP32,9711,771AP32,SG
IN4920220022,NSE:772JK32,9717,772JK32,SG
IN2320220014,NSE:772MN32,9718,772MN32,SG
IN3420220011,NSE:773WB32,9719,773WB32,SG
IN2220220064,NSE:770MH32,9722,770MH32,SG
IN2220220072,NSE:772MH34,9724,772MH34,SG
IN2920220026,NSE:772RJ35,9725,772RJ35,SG
INE088F01024,NSE:PARADEEP,9741,PARADEEP,EQ
INE04TZ01018,NSE:ETHOSLTD,9750,ETHOSLTD,EQ
INE01QM01018,NSE:EMUDHRA,9756,EMUDHRA,EQ
INE00WS01056,NSE:GSTL,9768,GSTL,ST
IN1620220070,NSE:763HR28,9770,763HR28,SG
IN1520220014,NSE:777GJ31,9771,777GJ31,SG
IN1020220142,NSE:78AP31,9773,78AP31,SG
IN2420220013,NSE:78ML31,9774,78ML31,SG
IN3120220014,NSE:78TN32,9776,78TN32,SG
IN1520220022,NSE:78GJ32,9777,78GJ32,SG
IN1420220015,NSE:781GA32,9779,781GA32,SG
IN1620220088,NSE:781HR32,9780,781HR32,SG
IN2320220022,NSE:782MN32,9781,782MN32,SG
IN3420220029,NSE:783WB32,9782,783WB32,SG
IN1020220159,NSE:79AP33,9785,79AP33,SG
IN2020220017,NSE:785KL34,9788,785KL34,SG
IN1020220167,NSE:79AP34,9797,79AP34,SG
IN2920220034,NSE:79RJ42,9800,79RJ42,SG
INE0BWX01014,NSE:AETHER,9810,AETHER,EQ
INE176B01034,NSE:HAVELLS,9819,HAVELLS,EQ
IN2220220080,NSE:786MH30,9821,786MH30,SG
IN2220220098,NSE:789MH32,9822,789MH32,SG
IN4520220018,NSE:802TS35,9824,802TS35,SG
IN1020220175,NSE:803AP35,9826,803AP35,SG
IN1020220183,NSE:807AP36,9830,807AP36,SG
IN3120220022,NSE:799TN42,9834,799TN42,SG
INF204KB18I3,NSE:NV20BEES,9847,NV20BEES,EQ
INE02OY01016,NSE:RILINFRA,9857,RILINFRA,ST
INE0LQQ01019,NSE:FIDEL,9858,FIDEL,SM
INE747B01016,NSE:NEXTMEDIA,9864,NEXTMEDIA,BE
INE082W01014,NSE:WEWIN,9865,WEWIN,BE
IN3120220030,NSE:794TN32,9869,794TN32,SG
IN1620220104,NSE:795HR32,9870,795HR32,SG
IN1020220191,NSE:804AP41,9871,804AP41,SG
IN1020220209,NSE:804AP42,9872,804AP42,SG
IN1620220096,NSE:769HR27,9873,769HR27,SG
INE805A01014,NSE:GOLDTECH,9874,GOLDTECH,EQ
INE974B01016,NSE:CHEVIOT,9879,CHEVIOT,EQ
INE144D01012,NSE:CUBEXTUB,9881,CUBEXTUB,BE
INE141D01018,NSE:TNTELE,9884,TNTELE,BE
IN0020190040,NSE:769GS2043,9888,769GS2043,GS
INE178C01020,NSE:SMARTLINK,9893,SMARTLINK,BE
INE645W01026,NSE:AIRAN,9898,AIRAN,BE
INE02EZ01022,NSE:AXITA,9902,AXITA,EQ
IN0020190057,NSE:763GS2059,9907,763GS2059,GS
IN0020220037,NSE:738GS2027,9913,738GS2027,GS
IN1020220217,NSE:78AP31A,9914,78AP31A,SG
IN2920220042,NSE:783RJ32,9915,783RJ32,SG
IN1220220017,NSE:786AS32,9916,786AS32,SG
INE136S01016,NSE:NEOGEN,9917,NEOGEN,EQ
INE914E01040,NSE:ALANKIT,9921,ALANKIT,EQ
IN2520220020,NSE:786MZ32,9922,786MZ32,SG
IN2620220011,NSE:788NL32,9923,788NL32,SG
IN1020220225,NSE:785AP37,9928,785AP37,SG
INE161L01027,NSE:VIKASLIFE,9931,VIKASLIFE,EQ
INE316N01015,NSE:GIRRESORTS,9935,GIRRESORTS,IT
INE840Y01029,NSE:ONEPOINT,9939,ONEPOINT,EQ
IN2920220059,NSE:785RJ37,9943,785RJ37,SG
IN2920220067,NSE:785RJ39,9952,785RJ39,SG
IN3120220048,NSE:784TN52,9953,784TN52,SG
INE511C07706,NSE:829PFL29,9975,829PFL29,N6
INE511C07714,NSE:85PFL26A,9982,85PFL26A,N7
INE992S01012,NSE:BHALCHANDR,9985,BHALCHANDR,IT
IN0020190065,NSE:757GS2033,10046,757GS2033,GS
INF200KA1F35,NSE:SFMP6DD,10051,SFMP6DD,MF
INF200KA1F19,NSE:SFMP6DR,10052,SFMP6DR,MF
INF200KA1F27,NSE:SFMP6GD,10055,SFMP6GD,MF
INF200KA1F01,NSE:SFMP6GR,10060,SFMP6GR,MF
INE830C01026,NSE:EMAMIPAP,10074,EMAMIPAP,EQ
INE102D01028,NSE:GODREJCP,10099,GODREJCP,EQ
INE730A01022,NSE:ORICONENT,10159,ORICONENT,EQ
INF200KA1FS1,NSE:SETFNIF50,10176,SETFNIF50,EQ
INE875R01011,NSE:BALKRISHNA,10181,BALKRISHNA,EQ
INE979R01011,NSE:SHYAMCENT,10188,SHYAMCENT,EQ
IN3120220055,NSE:781TN52,10190,781TN52,SG
IN1220220025,NSE:753AS27,10195,753AS27,SG
IN1520220030,NSE:782GJ32,10196,782GJ32,SG
IN1220220033,NSE:785AS32,10197,785AS32,SG
IN2120220016,NSE:785MP32,10198,785MP32,SG
INE090A08SP8,NSE:ICICM58,10201,ICICM58,M1
IN1620220112,NSE:786HR32,10202,786HR32,SG
IN1020220233,NSE:793AP33,10203,793AP33,SG
IN4520220026,NSE:793TS34,10204,793TS34,SG
IN1620220120,NSE:794HR34,10205,794HR34,SG
IN1020220241,NSE:794AP34,10206,794AP34,SG
IN4520220034,NSE:793TS35,10207,793TS35,SG
IN4520220042,NSE:794TS36,10212,794TS36,SG
IN3420220037,NSE:796WB37,10213,796WB37,SG
IN1020220258,NSE:795AP38,10214,795AP38,SG
IN1020220266,NSE:795AP39,10215,795AP39,SG
IN1020220274,NSE:795AP40,10216,795AP40,SG
INE931S01010,NSE:ADANIENSOL,10217,ADANIENSOL,EQ
IN1020220282,NSE:792AP42,10218,792AP42,SG
IN2920220075,NSE:781RJ47,10219,781RJ47,SG
INE00VM01036,NSE:MANORAMA,10227,MANORAMA,EQ
IN0020220045,NSE:SGBJUN30,10232,SGBJUN30,GB
IN1520220048,NSE:765GJ29,10233,765GJ29,SG
IN3120220063,NSE:765TN29,10234,765TN29,SG
IN1720220012,NSE:776HP30,10235,776HP30,SG
INE552D01024,NSE:CONFIPET,10238,CONFIPET,EQ
INE398R01022,NSE:SYNGENE,10243,SYNGENE,EQ
IN1220220041,NSE:782AS32,10246,782AS32,SG
IN1720220020,NSE:782HP32,10247,782HP32,SG
IN3420220045,NSE:782WB32,10252,782WB32,SG
INE332S01011,NSE:EMKAYTOOLS,10253,EMKAYTOOLS,SM
IN1020220290,NSE:795AP40A,10255,795AP40A,SG
IN1020220308,NSE:792AP42A,10257,792AP42A,SG
IN0020190073,NSE:SGBJUN27,10261,SGBJUN27,GB
IN2820220035,NSE:804PN42,10268,804PN42,SG
IN4520220059,NSE:791TS43,10269,791TS43,SG
IN4520220067,NSE:79TS44,10271,79TS44,SG
IN4520220075,NSE:792TS45,10272,792TS45,SG
INE887E01022,NSE:NGLFINE,10277,NGLFINE,EQ
INE587G01015,NSE:KAYA,10282,KAYA,BE
INE193B01039,NSE:AYMSYNTEX,10289,AYMSYNTEX,BE
INE0J1E01019,NSE:KCK,10293,KCK,SM
INE050001010,NSE:PPL,10297,PPL,EQ
INE230R01035,NSE:RAMASTEEL,10300,RAMASTEEL,EQ
INE0JYY01011,NSE:MWL,10311,MWL,SM
INE898S01029,NSE:AURUM,10314,AURUM,BE
INE431F01018,NSE:PKTEA,10318,PKTEA,BE
INE0KZA01016,NSE:SKP,10325,SKP,SM
IN2420220021,NSE:778ML31,10330,778ML31,SG
IN1620220138,NSE:781HR32A,10331,781HR32A,SG
IN1620220146,NSE:79HR34,10332,79HR34,SG
IN2820220043,NSE:794PN42,10333,794PN42,SG
IN4520220083,NSE:789TS34,10334,789TS34,SG
IN1020220316,NSE:797AP39,10336,797AP39,SG
IN1020220324,NSE:792AP41,10337,792AP41,SG
IN3120220071,NSE:787TN33,10338,787TN33,SG
INE583V01021,NSE:RADHIKAJWE,10343,RADHIKAJWE,EQ
INE718F01018,NSE:CSLFINANCE,10350,CSLFINANCE,EQ
IN1020220332,NSE:803AP36,10355,803AP36,SG
IN1220220058,NSE:783AS32,10357,783AS32,SG
INE03JI01017,NSE:DGCONTENT,10358,DGCONTENT,BE
